Answer,Question
ام المؤمنین عائشہ رضی الله عنہا سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نماز میں اپنے چہرے کے سامنے داہنی طرف تھوڑا سا مائل ہو کر ایک سلام پھیرتے۔,نبی اکرم صلی اللہ علیہ وسلم سلام کیسے پھیرتے تھے
ابوہریرہ رضی الله عنہ کہتے ہیں: «حذف سلام» سنت ہے۔ علی بن حجر بیان کرتے ہیں کہ عبداللہ بن مبارک کہتے ہیں: «حذف سلام» کا مطلب یہ ہے کہ وہ اسے یعنی سلام کو زیادہ نہ کھینچے۔,حذف سلام کیا ہے
"ام المؤمنین عائشہ رضی الله عنہا کہتی ہیں کہ رسول اللہ صلی اللہ علیہ وسلم جب سلام پھیرتے تو «اللهم أنت السلام ومنك السلام تباركت ذا الجلال والإكرام» ""اے اللہ تو سلام ہے، تجھ سے سلامتی ہے، بزرگی اور عزت والے! تو بڑی برکت والا ہے"" کہنے کے بقدر ہی بیٹھتے۔",نبی اکرم صلی اللہ علیہ وسلم سلام پھیرتے ہوئے کیا کہتے تھے
"ثوبان رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم جب نماز سے (مقتدیوں کی طرف) پلٹنے کا ارادہ کرتے تو تین بار «استغفر الله» ""میں اللہ کی مغفرت چاہتا ہوں"" کہتے، پھر «اللهم أنت السلام ومنك السلام تباركت يا ذا الجلال والإكرام» کہتے۔",رسول اللہ صلی اللہ علیہ وسلم نماز سے پلٹنے ہوئے کیا کہتے تھے
ہلب رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی الله علیہ وسلم ہماری امامت فرماتے (تو سلام پھیرنے کے بعد) اپنے دونوں طرف پلٹتے تھے (کبھی) دائیں اور (کبھی)بائیں۔,رسول اللہ صلی الله علیہ وسلم ہماری امامت فرماتے تو سلام پھیرنے کے بعد کس طرف سے پلٹتے تھے
قطبہ بن مالک رضی الله عنہ کہتے ہیں کہ میں نے رسول اللہ صلی الله علیہ وسلم کو فجر میں پہلی رکعت میں «والنخل باسقات» پڑھتے سنا ۱؎۔,رسول اللہ صلی الله علیہ وسلم فجر کی پہلی رکعت میں کیا پڑھتے تھے
جابر بن سمرہ رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی الله علیہ وسلم ظہر اور عصر میں «وسماء ذات البروج» ، «والسماء والطارق» اور ان جیسی سورتیں پڑھا کرتے تھے۔,رسول اللہ صلی الله علیہ وسلم ظہر میں کیا پڑھتے تھے. رسول اللہ صلی الله علیہ وسلم عصر میں کیا پڑھتے تھے
"عبداللہ بن عباس رضی الله عنہما سے روایت ہے: ان کی ماں ام الفضل رضی الله عنہا کہتی ہیں کہ رسول اللہ صلی الله علیہ وسلم ہماری طرف اس حال میں نکلے کہ آپ بیماری میں اپنے سر پر پٹی باندھے ہوئے تھے، مغرب پڑھائی تو سورۂ ""مرسلات"" پڑھی، پھر اس کے بعد آپ نے یہ سورت نہیں پڑھی یہاں تک کہ آپ اللہ سے جا ملے ۱؎۔",رسول اللہ صلی الله علیہ وسلم نے مغرب کون سی سورۂ پڑھی
بریدہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی الله علیہ وسلم عشاء میں «والشمس وضحاها» اور اس جیسی سورتیں پڑھتے تھے۔,رسول اللہ صلی الله علیہ وسلم عشاء میں کیا پڑھتے تھے. 
براء بن عازب رضی الله عنہما سے روایت ہے کہ نبی اکرم صلی الله علیہ وسلم نے عشاء میں سورۃ «والتين والزيتون» پڑھی۔,رسول اللہ صلی الله علیہ وسلم نے عشاء کون سی سورۂ پڑھی
"عبادہ بن صامت رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی الله علیہ وسلم نے فجر پڑھی، آپ پر قرأت دشوار ہو گئی، نماز سے فارغ ہونے کے بعد آپ نے فرمایا: ""مجھے لگ رہا ہے کہ تم لوگ اپنے امام کے پیچھے قرأت کرتے ہو؟"" ہم نے عرض کیا: جی ہاں، اللہ کی قسم ہم قرأت کرتے ہیں، آپ نے فرمایا: ""تم ایسا نہ کیا کرو سوائے سورۃ فاتحہ کے اس لیے کہ جو اسے نہیں پڑھتا اس کی نماز نہیں ہوتی ہے""۔",سورۃ فاتحہ کے اس لیے کہ جو اسے نہیں پڑھتا اس کی نماز نہیں ہوتی ہے
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی الله علیہ وسلم نے اس نماز سے فارغ ہونے کے بعد جس میں آپ نے بلند آواز سے قرأت کی تھی تو فرمایا:""کیا تم میں سے ابھی کسی نے میرے ساتھ قرأت کی ہے؟"" ایک شخص نے عرض کیا: جی ہاں اللہ کے رسول! (میں نے کی ہے) آپ نے فرمایا: ""تبھی تو میں یہ کہہ رہا تھا: آخر کیا بات ہے کہ قرآن کی قرأت میں میری آواز سے آواز ٹکرائی جا رہی ہے اور مجھ پر غالب ہونے کی کوشش کی جاری ہے""، وہ (زہری) کہتے ہیں: تو جب لوگوں نے رسول اللہ صلی الله علیہ وسلم سے یہ بات سنی تو لوگ رسول اللہ صلی الله علیہ وسلم کے ان نمازوں میں قرأت کرنے سے رک گئے جن میں آپ بلند آواز سے قرأت کرتے تھے۔", ایک شخص نے رسول اللہ صلی الله علیہ وسلم ساتھ کے قرأت کی تو آپ نے کیا فرمایا 
جابر بن عبداللہ رضی الله عنہما کہتے ہیں کہ جس نے کوئی رکعت ایسی پڑھی جس میں سورۃ فاتحہ نہیں پڑھی تو اس نے نماز ہی نہیں پڑھی، سوائے اس کے کہ وہ امام کے پیچھے ہو۔,کیا امام کے پیچھے سورۃ فاتحہ پڑھنا ضروری ہے 
"ابوقتادہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""جب تم میں سے کوئی مسجد آئے تو بیٹھنے سے پہلے دو رکعتیں پڑھے"" ۱؎۔",رسول اللہ صلی اللہ علیہ وسلم نے مسجد میں آ کر بیٹھنے سے پہلے کیا کرنے کا حکم فرمایا 
عبداللہ بن عمرو بن عاص رضی الله عنہما سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے مسجد میں اشعار پڑھنے، خرید و فروخت کرنے، اور جمعہ کے دن نماز(جمعہ) سے پہلے حلقہ باندھ کر بیٹھنے سے منع فرمایا ہے۔,رسول اللہ صلی اللہ علیہ وسلم نے مسجد میں کیا کرنے سے منع فرمایا ہے
"اسید بن ظہیر رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""مسجد قباء میں نماز پڑھنے کا ثواب ایک عمرہ کے برابر ہے"" ۱؎۔",مسجد قباء میں نماز پڑھنے کا ثواب کتنا ہے 
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""میری اس مسجد کی ایک نماز دوسری مساجد کی ہزار نمازوں سے زیادہ بہتر ہے، سوائے مسجد الحرام کے""۔",مسجد نبوی کی ایک نماز کا ثواب کتنا ہے 
"ابوہریرہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""جب نماز کی تکبیر (اقامت) کہہ دی جائے تو (نماز میں سے) اس کی طرف دوڑ کر مت آؤ، بلکہ چلتے ہوئے اس حال میں آؤ کہ تم پر سکینت طاری ہو، تو جو پاؤ اسے پڑھو اور جو چھوٹ جائے، اسے پوری کرو""۔",نماز کے لیے دوڑ کر آنے کے بارے میں رسول اللہ صلی اللہ علیہ وسلم نے کیا فرمایا 
"ابوہریرہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""آدمی برابر نماز ہی میں رہتا ہے جب تک وہ اس کا انتظار کرتا ہے اور فرشتے اس کے لیے برابر دعا کرتے رہتے ہیں جب تک وہ مسجد میں رہتا ہے، کہتے ہیں «اللهم اغفر له» ‏‏‏‏ ""اللہ! اسے بخش دے"" «اللهم ارحمه» ""اے اللہ! اس پر رحم فرما"" جب تک وہ «حدث» نہیں کرتا""، تو حضر موت کے ایک شخص نے پوچھا: «حدث» کیا ہے ابوہریرہ؟ تو ابوہریرہ رضی الله عنہ نے کہا: آہستہ سے یا زور سے ہوا خارج کرنا ۱؎۔",فرشتے نماز کے لیے کیا دعا کرتے رہتے ہیں. حدث کیا ہے
"عبداللہ بن عباس رضی الله عنہما کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم «خمرہ» ""چھوٹی چٹائی"" پر نماز پڑھتے تھے۔",رسول اللہ صلی اللہ علیہ وسلم کس پر نماز پڑھتے تھے۔
"انس بن مالک رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم ہم سے گھل مل جایا کرتے تھے۔ یہاں تک کہ آپ میرے چھوٹے بھائی سے کہتے: ابوعمیر! «ما فعل النغير» ""بلبل کا کیا ہوا؟"" ہماری چٹائی ۱؎ پر چھڑکاؤ کیا گیا پھر آپ نے اس پر نماز پڑھی۔",رسول اللہ صلی اللہ علیہ وسلم نے کس کی چٹائی پر نماز پڑھی۔
"معاذ بن جبل رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم باغات میں نماز پڑھنا پسند فرماتے تھے۔ ابوداؤد کہتے ہیں: حیطان سے مراد «بساتین»""باغات"" ہیں۔",نبی اکرم صلی اللہ علیہ وسلم کہاں پر نماز پڑھنا پسند فرماتے تھے۔
"طلحہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""جب تم سے کوئی اپنے آگے کجاوے کی پچھلی لکڑی کی مانند کوئی چیز رکھ لے تو نماز پڑھے اور اس کی پرواہ نہ کرے کہ اس کے آگے سے کون گزرا ہے""۔",نماز میں آگے سے گزارنے والوں سے بچنے کے لئے کیا رکھنا چاہیے 
بسر بن سعید سے روایت ہے کہ زید بن خالد جہنی نے انہیں ابوجہیم رضی الله عنہ کے پاس بھیجا تاکہ وہ ان سے یہ پوچھیں کہ انہوں نے مصلی کے آگے سے گزرنے والے کے بارے میں رسول اللہ صلی اللہ علیہ وسلم سے کیا سنا ہے؟ تو ابوجہیم رضی الله عنہ نے کہا: رسول اللہ صلی اللہ علیہ وسلم نے فرمایا ہے: اگر مصلی کے آگے سے گزرنے والا جان لے کہ اس پر کیا (گناہ) ہے تو اس کے لیے مصلی کے آگے سے گزرنے سے چالیس … تک کھڑا رہنا بہتر ہو گا۔ ابونضر سالم کہتے ہیں: مجھے نہیں معلوم کہ انہوں نے چالیس دن کہا، یا چالیس مہینے کہا یا چالیس سال۔,مصلی کے آگے سے گزرنے والے کے بارے میں رسول اللہ صلی اللہ علیہ وسلم نے کیا فرمایا 
"عبداللہ بن عباس رضی الله عنہما کہتے ہیں کہ میں ایک گدھی پر (اپنے بھائی) فضل رضی الله عنہ کے پیچھے سوار تھا، ہم آئے اور نبی اکرم صلی اللہ علیہ وسلم منیٰ میں صحابہ کو نماز پڑھا رہے تھے، ہم گدھی سے اترے اور صف میں مل گئے۔ اور وہ (گدھی) ان لوگوں کے سامنے پھرنے لگی، تو اس نے ان کی نماز باطل نہیں کی۔
",کیا کسی جانور کے آگے سے گزرنے سے نماز باطل ہو جاتی ہے 
